PID,FGXP,FKICKER,DIST,GOOD
536765,XP,SG-0800,20,Y
536779,FG,SG-0800,26,Y
536811,XP,SG-0800,20,Y
536851,XP,SS-3100,20,Y
536861,FG,SS-3100,48,Y
536877,XP,KF-0250,20,N
536890,XP,SS-3100,20,Y
536903,FG,SS-3100,27,Y
536923,FG,KF-0250,48,Y
536936,XP,SS-3100,20,Y
536956,FG,KF-0250,45,Y
537001,FG,RB-2200,39,Y
537014,FG,AV-0400,20,Y
537054,XP,RB-2200,20,Y
537063,FG,AV-0400,37,N
537074,FG,AV-0400,44,Y
537089,FG,RB-2200,45,N
537105,FG,RB-2200,30,Y
537122,XP,AV-0400,20,Y
537161,FG,SJ-0300,36,Y
537184,FG,SJ-0300,35,Y
537193,FG,RS-3400,30,Y
537206,FG,RS-3400,42,Y
537218,XP,SJ-0300,20,Y
537231,FG,SJ-0300,29,Y
537243,FG,RS-3400,52,Y
537251,XP,SJ-0300,20,Y
537283,FG,SJ-0300,32,Y
537299,XP,RS-3400,20,Y
537315,FG,LT-1100,41,Y
537327,FG,LT-1100,37,Y
537336,XP,LT-1100,20,Y
537350,FG,LT-1100,26,Y
537355,XP,LT-1100,20,Y
537380,XP,DB-0200,20,Y
537394,FG,DB-0200,51,Y
537415,XP,DB-0200,20,Y
537429,XP,DB-0200,20,Y
537449,FG,LT-1100,43,Y
537464,FG,LT-1100,37,Y
537519,XP,MP-2100,20,Y
537532,XP,GH-0600,20,Y
537553,XP,MP-2100,20,Y
537571,FG,MP-2100,33,Y
537584,XP,MP-2100,20,Y
537609,XP,MP-2100,20,Y
537633,FG,MP-2100,33,Y
537649,XP,GH-0600,20,Y
537683,XP,DA-0300,20,Y
537708,FG,DA-0300,43,Y
537722,XP,DA-0300,20,Y
537746,XP,DA-0300,20,Y
537762,FG,JF-0900,28,Y
537819,XP,NN-0200,20,Y
537851,FG,NN-0200,25,Y
537863,FG,RS-3400,49,Y
537884,FG,RS-3400,39,N
537903,FG,RS-3400,41,Y
537913,XP,NN-0200,20,Y
537918,XP,NN-0200,20,Y
537926,XP,NN-0200,20,Y
537939,XP,RS-3400,20,Y
537967,FG,MP-2100,43,Y
537991,FG,MN-0800,28,Y
538001,XP,MP-2100,20,Y
538035,FG,MN-0800,46,N
538037,XP,MP-2100,20,Y
538045,XP,MN-0800,20,Y
538067,FG,MN-0800,49,Y
538076,XP,MN-0800,20,Y
538085,XP,MP-2100,20,Y
538106,XP,MP-2100,20,Y
538119,FG,MN-0800,41,Y
538138,XP,JT-3950,20,Y
538157,XP,JT-3950,20,Y
538171,FG,PD-0200,32,Y
538188,FG,PD-0200,28,Y
538200,FG,PD-0200,29,Y
538235,FG,PD-0200,33,Y
538261,FG,PD-0200,41,Y
538283,FG,JT-3950,43,Y
538316,FG,JH-0900,47,N
538334,XP,JH-0900,20,Y
538347,XP,JH-0900,20,Y
538366,XP,JH-0900,20,Y
538406,FG,JH-0900,42,Y
538430,XP,JH-0900,20,Y
538456,FG,MC-3000,44,N
538475,XP,MC-3000,20,Y
538495,XP,JF-0900,20,Y
538510,XP,MC-3000,20,Y
538525,XP,MC-3000,20,Y
538546,FG,MC-3000,33,Y
538564,XP,JF-0900,20,Y
538580,FG,JF-0900,20,Y
538584,XP,MC-3000,20,Y
538645,FG,KF-0250,47,Y
538654,XP,JM-4000,20,Y
538689,XP,JM-4000,20,Y
538714,FG,KF-0250,25,Y
538738,XP,JM-4000,20,Y
538762,FG,JM-4000,50,N
538778,XP,KF-0250,20,Y
538821,XP,SG-1100,20,Y
538831,FG,RL-0900,37,N
538840,FG,SG-1100,46,N
538851,FG,RL-0900,22,Y
538862,FG,RL-0900,38,Y
538875,XP,SG-1100,20,Y
538884,FG,RL-0900,39,Y
538908,XP,SG-1100,20,Y
538962,XP,RG-1500,20,Y
538978,XP,RG-1500,20,Y
538982,XP,RG-1500,20,Y
538988,XP,RG-1500,20,Y
539002,FG,RG-1500,40,Y
539030,FG,RB-2200,39,Y
539040,XP,RB-2200,20,Y
539048,FG,RG-1500,25,Y
539064,FG,RG-1500,22,Y
539076,XP,RG-1500,20,Y
539082,XP,RG-1500,20,Y
539115,FG,AV-0400,48,N
539127,FG,DC-0500,37,Y
539139,XP,AV-0400,20,Y
539149,XP,DC-0500,20,Y
539159,FG,AV-0400,23,Y
539170,XP,DC-0500,20,Y
539179,FG,AV-0400,54,N
539195,FG,AV-0400,47,Y
539232,XP,AV-0400,20,Y
539243,FG,DC-0500,31,Y
539257,FG,AV-0400,43,Y
539306,FG,CB-0700,35,N
539317,FG,SJ-0300,29,Y
539326,XP,CB-0700,20,Y
539358,XP,SJ-0300,20,Y
539369,FG,CB-0700,54,N
539378,XP,CB-0700,20,Y
539392,XP,CB-0700,20,Y
539404,XP,CB-0700,20,Y
539417,XP,SJ-0300,20,Y
539420,XP,CB-0700,20,Y
539432,XP,SJ-0300,20,Y
539464,XP,CB-0700,20,Y
539477,XP,BW-0350,20,Y
539492,XP,SH-0400,20,Y
539508,XP,SH-0400,20,Y
539522,XP,BW-0350,20,Y
539536,FG,BW-0350,36,Y
539551,XP,SH-0400,20,N
539582,XP,SH-0400,20,Y
539589,FG,BW-0350,55,Y
539613,FG,SH-0400,40,Y
539670,XP,SS-3100,20,Y
539682,XP,LT-1100,20,Y
539688,XP,LT-1100,20,Y
539706,FG,LT-1100,51,N
539710,FG,SS-3100,30,Y
539724,FG,LT-1100,50,Y
539738,FG,LT-1100,23,Y
539745,XP,SS-3100,20,Y
539769,XP,SS-3100,20,Y
539793,FG,DB-0200,23,Y
539804,FG,MB-4600,37,N
539812,FG,DB-0200,32,Y
539821,FG,MB-4600,45,Y
539833,FG,DB-0200,54,N
539856,FG,MB-4600,46,Y
539874,FG,MB-4600,43,N
539890,XP,MB-4600,20,Y
539904,FG,MB-4600,36,Y
539912,XP,DB-0200,20,Y
539927,FG,MB-4600,32,Y
539956,FG,GH-0600,52,N
539962,XP,GH-0600,20,Y
539974,FG,AH-2600,22,Y
539983,XP,GH-0600,20,Y
540001,XP,GH-0600,20,Y
540027,XP,AH-2600,20,Y
540033,FG,AH-2600,37,Y
540046,XP,GH-0600,20,Y
540116,FG,AV-0400,31,Y
540127,FG,JS-1100,44,N
540137,XP,AV-0400,20,Y
540152,XP,AV-0400,20,Y
540178,FG,JS-1100,40,Y
540191,XP,AV-0400,20,Y
540235,XP,JS-1100,20,Y
540245,FG,AV-0400,41,Y
540265,XP,MN-0800,20,Y
540275,XP,MN-0800,20,Y
540287,FG,LT-1100,23,Y
540318,FG,MN-0800,28,Y
540333,FG,LT-1100,31,Y
540360,XP,MN-0800,20,Y
540368,XP,MN-0800,20,Y
540413,XP,LT-1100,20,Y
540423,XP,NN-0200,20,Y
540434,XP,CB-0700,20,Y
540444,XP,NN-0200,20,Y
540460,FG,CB-0700,40,Y
540469,XP,CB-0700,20,Y
540485,XP,NN-0200,20,Y
540510,XP,CB-0700,20,Y
540522,XP,CB-0700,20,Y
540535,FG,NN-0200,34,Y
540550,FG,CB-0700,45,Y
540578,XP,RB-2200,20,Y
540594,XP,RB-2200,20,Y
540601,XP,RB-2200,20,Y
540613,FG,DC-0500,40,Y
540637,FG,RB-2200,37,Y
540654,XP,RB-2200,20,Y
540672,FG,RB-2200,38,Y
540687,FG,RB-2200,53,Y
540726,XP,JM-4000,20,Y
540742,XP,MP-2100,20,Y
540748,XP,MP-2100,20,Y
540761,FG,MP-2100,53,Y
540777,FG,MP-2100,43,N
540783,FG,JM-4000,43,N
540804,XP,MP-2100,20,Y
540830,FG,MP-2100,27,Y
540862,XP,JM-4000,20,Y
540869,XP,MP-2100,20,Y
540904,FG,SG-0800,43,Y
540913,XP,SG-0800,20,Y
540927,FG,RL-0900,41,Y
540937,XP,SG-0800,20,Y
540945,XP,RL-0900,20,Y
540955,XP,SG-0800,20,Y
540968,XP,RL-0900,20,Y
540993,XP,SG-0800,20,Y
541007,XP,RL-0900,20,Y
541015,FG,SG-0800,48,Y
541037,XP,RL-0900,20,Y
541053,FG,SG-0800,27,Y
541080,FG,JT-3950,48,Y
541094,XP,JT-3950,20,Y
541115,FG,SJ-0300,32,Y
541123,XP,JT-3950,20,Y
541138,FG,JT-3950,34,Y
541147,XP,SJ-0300,20,Y
541156,XP,JT-3950,20,Y
541163,XP,JT-3950,20,Y
541172,XP,SJ-0300,20,Y
541179,XP,JT-3950,20,Y
541195,XP,JT-3950,20,Y
541215,FG,SJ-0300,47,Y
541217,XP,JT-3950,20,Y
541254,XP,MB-4600,20,Y
541260,FG,MB-4600,37,Y
541268,XP,GH-0600,20,Y
541287,XP,GH-0600,20,Y
541303,XP,MB-4600,20,Y
541324,XP,GH-0600,20,Y
541344,XP,GH-0600,20,Y
541370,XP,MB-4600,20,Y
541381,FG,MB-4600,20,Y
541391,FG,GH-0600,31,Y
541431,XP,BW-0350,20,Y
541439,FG,BW-0350,48,Y
541461,FG,JH-0900,41,Y
541475,FG,BW-0350,23,Y
541519,FG,BW-0350,23,Y
541525,XP,JH-0900,20,Y
541543,XP,JH-0900,20,Y
541557,XP,BW-0350,20,Y
541565,FG,BW-0350,33,Y
541577,XP,JH-0900,20,Y
541601,XP,SH-0400,20,Y
541619,XP,NF-0300,20,Y
541656,XP,SH-0400,20,Y
541706,XP,SH-0400,20,Y
541721,XP,SH-0400,20,Y
541750,XP,GZ-2000,20,Y
541769,XP,GZ-2000,20,Y
541784,XP,DA-0300,20,Y
541845,FG,GZ-2000,27,Y
541858,XP,DA-0300,20,Y
541861,XP,DA-0300,20,Y
541878,XP,GZ-2000,20,Y
541887,FG,DA-0300,33,Y
541902,FG,DA-0300,41,N
541913,FG,GZ-2000,58,N
541941,XP,AH-2600,20,Y
541957,XP,DB-0200,20,Y
541991,FG,DB-0200,30,Y
542019,XP,AH-2600,20,Y
542036,FG,AH-2600,40,Y
542046,XP,DB-0200,20,Y
542053,XP,DB-0200,20,Y
542058,XP,DB-0200,20,Y
542087,XP,AH-2600,20,N
542095,XP,DB-0200,20,Y
542117,FG,SG-1100,20,Y
542141,FG,RG-1500,51,Y
542161,XP,SG-1100,20,Y
542205,FG,RG-1500,24,Y
542218,FG,RG-1500,48,N
542234,FG,SG-1100,42,Y
542267,XP,RS-3400,20,Y
542289,FG,RS-3400,22,Y
542301,FG,SS-3100,35,Y
542315,XP,SS-3100,20,Y
542342,FG,RS-3400,33,N
542366,FG,SS-3100,31,Y
542405,FG,RS-3400,46,Y
542409,FG,SS-3100,23,Y
542415,XP,RL-0900,20,Y
542434,FG,RL-0900,32,Y
542436,XP,DC-0500,20,Y
542445,FG,RL-0900,34,Y
542464,FG,RL-0900,42,Y
542492,FG,RL-0900,19,Y
542526,FG,DC-0500,50,N
542544,XP,DC-0500,20,Y
542589,XP,NN-0200,20,Y
542598,FG,MP-2100,55,N
542618,XP,MP-2100,20,Y
542624,FG,MP-2100,19,Y
542653,XP,MP-2100,20,Y
542689,XP,MP-2100,20,Y
542703,XP,NN-0200,20,Y
542715,FG,MP-2100,30,Y
542733,FG,MP-2100,32,Y
542745,XP,NN-0200,20,Y
542772,FG,RS-3400,34,Y
542786,XP,MN-0800,20,Y
542796,FG,MN-0800,50,N
542814,XP,MN-0800,20,Y
542835,XP,MN-0800,20,Y
542844,FG,RS-3400,33,Y
542890,XP,MN-0800,20,Y
542947,XP,PD-0200,20,Y
542965,FG,PD-0200,51,Y
542984,FG,PD-0200,37,Y
543023,FG,DB-0200,44,Y
543038,XP,DB-0200,20,Y
543055,XP,DB-0200,20,Y
543078,XP,PD-0200,20,Y
543089,FG,DB-0200,32,Y
543111,FG,DB-0200,38,Y
543116,XP,JF-0900,20,Y
543126,FG,JF-0900,48,Y
543152,FG,JF-0900,28,Y
543167,FG,MB-4600,51,Y
543172,XP,MB-4600,20,Y
543187,FG,MB-4600,28,Y
543195,FG,JF-0900,38,Y
543201,FG,MB-4600,48,Y
543239,FG,JF-0900,27,Y
543259,XP,MB-4600,20,Y
543309,FG,JH-0900,30,Y
543322,XP,MC-3000,20,Y
543334,XP,JH-0900,20,Y
543361,FG,MC-3000,50,N
543377,XP,MC-3000,20,Y
543391,XP,JH-0900,20,Y
543413,FG,MC-3000,38,N
543422,FG,JH-0900,27,Y
543430,XP,MC-3000,20,Y
543440,FG,MC-3000,39,Y
543462,XP,CB-0700,20,Y
543473,FG,CB-0700,51,Y
543486,XP,JM-4000,20,Y
543502,XP,JM-4000,20,Y
543519,FG,JM-4000,40,N
543588,XP,JM-4000,20,Y
543600,FG,CB-0700,40,Y
543638,XP,AV-0400,20,Y
543648,XP,SG-0800,20,Y
543660,XP,AV-0400,20,Y
543674,FG,SG-0800,36,N
543680,XP,SG-0800,20,Y
543684,XP,SG-0800,20,Y
543697,FG,AV-0400,47,Y
543708,FG,SG-0800,31,Y
543719,FG,AV-0400,58,N
543731,XP,SG-0800,20,Y
543750,XP,SG-0800,20,Y
543761,XP,SG-0800,20,Y
543768,XP,AV-0400,20,Y
543777,XP,SG-0800,20,Y
543828,XP,GZ-2000,20,Y
543836,FG,NF-0300,51,Y
543845,FG,NF-0300,26,N
543862,XP,NF-0300,20,Y
543874,FG,NF-0300,51,Y
543915,XP,NF-0300,20,Y
543928,XP,NF-0300,20,Y
543956,FG,NF-0300,44,N
543972,XP,KF-0250,20,Y
544004,FG,AH-2600,41,Y
544013,XP,KF-0250,20,Y
544043,FG,KF-0250,25,Y
544058,FG,AH-2600,42,Y
544067,XP,KF-0250,20,Y
544093,XP,KF-0250,20,Y
544138,XP,SG-1100,20,Y
544162,XP,JS-1100,20,Y
544175,XP,JS-1100,20,Y
544185,XP,SG-1100,20,Y
544194,FG,JS-1100,43,Y
544203,FG,SG-1100,42,Y
544213,FG,SG-1100,50,N
544222,FG,JS-1100,40,Y
544232,XP,JS-1100,20,Y
544242,FG,SG-1100,27,Y
544256,XP,JS-1100,20,Y
544273,XP,SG-1100,20,Y
544287,XP,SG-1100,20,Y
544297,FG,SG-1100,47,N
544313,FG,SG-1100,25,Y
544326,FG,JS-1100,33,Y
544354,XP,GH-0600,20,Y
544367,XP,GH-0600,20,Y
544401,XP,SJ-0300,20,Y
544411,XP,GH-0600,20,Y
544419,XP,GH-0600,20,Y
544430,FG,SJ-0300,40,Y
544446,XP,GH-0600,20,Y
544464,FG,GH-0600,47,Y
544487,XP,SJ-0300,20,Y
544501,XP,SS-3100,20,Y
544514,FG,JT-3950,26,Y
544533,XP,JT-3950,20,Y
544548,FG,JT-3950,41,N
544604,FG,JT-3950,39,Y
544617,FG,SS-3100,22,Y
544669,FG,DA-0300,32,Y
544679,XP,DA-0300,20,Y
544700,XP,DA-0300,20,Y
544712,FG,DA-0300,37,Y
544743,XP,DA-0300,20,Y
544760,XP,RG-1500,20,Y
544775,FG,DA-0300,32,Y
544816,XP,JH-0900,20,Y
544855,XP,SG-1100,20,Y
544867,XP,JH-0900,20,Y
544877,XP,SG-1100,20,Y
544881,XP,JH-0900,20,Y
544904,FG,JH-0900,46,Y
544908,XP,SG-1100,20,Y
544922,FG,SG-1100,45,Y
544932,XP,JH-0900,20,Y
544967,XP,SG-1100,20,Y
544991,FG,SG-1100,51,N
545008,FG,JH-0900,47,N
545014,FG,SG-1100,32,Y
545030,FG,DB-0200,30,Y
545055,XP,KF-0250,20,Y
545070,XP,KF-0250,20,Y
545081,XP,KF-0250,20,Y
545093,XP,KF-0250,20,Y
545107,FG,DB-0200,33,Y
545139,XP,DB-0200,20,Y
545148,XP,KF-0250,20,Y
545166,XP,DB-0200,20,Y
545179,FG,KF-0250,48,Y
545193,FG,DB-0200,51,Y
545211,FG,SG-0800,39,N
545238,XP,SG-0800,20,Y
545250,XP,SG-0800,20,Y
545254,XP,SG-0800,20,Y
545256,XP,SG-0800,20,Y
545269,XP,SG-0800,20,Y
545284,FG,NF-0300,32,Y
545315,XP,NF-0300,20,Y
545335,XP,SG-0800,20,Y
545340,XP,SG-0800,20,Y
545362,XP,NF-0300,20,Y
545378,FG,BW-0350,40,Y
545391,XP,RG-1500,20,Y
545406,FG,RG-1500,47,Y
545416,FG,BW-0350,30,N
545440,XP,RG-1500,20,Y
545452,FG,RG-1500,39,N
545464,XP,BW-0350,20,Y
545477,FG,RG-1500,46,Y
545547,XP,MN-0800,20,Y
545563,XP,MN-0800,20,Y
545592,XP,MN-0800,20,Y
545608,FG,MN-0800,48,N
545615,FG,MN-0800,55,Y
545627,FG,SJ-0300,55,Y
545647,XP,SJ-0300,20,Y
545660,FG,MN-0800,20,Y
545684,XP,MN-0800,20,Y
545701,XP,SS-3100,20,Y
545715,FG,PD-0200,28,Y
545745,XP,PD-0200,20,Y
545763,FG,PD-0200,32,Y
545780,XP,SS-3100,20,Y
545804,XP,PD-0200,20,Y
545873,FG,MB-4600,31,Y
545885,XP,CB-0700,20,Y
545897,XP,MB-4600,20,Y
545912,FG,CB-0700,22,Y
545925,FG,MB-4600,22,N
545939,FG,CB-0700,42,Y
545942,XP,MB-4600,20,Y
545964,XP,CB-0700,20,Y
545975,FG,CB-0700,48,Y
545984,XP,MB-4600,20,Y
545994,FG,CB-0700,56,N
546002,FG,MB-4600,48,N
546016,FG,RS-3400,34,Y
546028,FG,RS-3400,22,Y
546037,FG,MP-2100,47,N
546073,XP,MP-2100,20,Y
546083,FG,MP-2100,33,N
546091,FG,RS-3400,49,Y
546100,XP,MP-2100,20,Y
546156,FG,MP-2100,34,Y
546176,XP,AV-0400,20,Y
546189,FG,RL-0900,33,Y
546226,FG,AV-0400,25,Y
546232,FG,RL-0900,31,Y
546252,FG,AV-0400,19,Y
546278,XP,AV-0400,20,Y
546296,XP,RL-0900,20,Y
546384,XP,DC-0500,20,Y
546395,XP,SH-0400,20,Y
546419,XP,SH-0400,20,Y
546444,XP,DC-0500,20,Y
546446,XP,SH-0400,20,Y
546454,XP,DC-0500,20,Y
546473,FG,DC-0500,43,Y
546480,FG,RB-2200,38,Y
546507,XP,JS-1100,20,Y
546520,FG,RB-2200,42,N
546548,FG,RB-2200,40,Y
546566,XP,JS-1100,20,Y
546581,FG,RB-2200,39,Y
546606,FG,RB-2200,33,Y
546617,XP,JS-1100,20,Y
546625,XP,RB-2200,20,Y
546639,FG,JS-1100,41,Y
546694,XP,NN-0200,20,Y
546710,FG,NN-0200,47,Y
546734,FG,JT-3950,43,Y
546774,FG,NN-0200,30,Y
546786,XP,JT-3950,20,Y
546804,FG,JT-3950,38,Y
546839,FG,JT-3950,38,Y
546866,XP,JF-0900,20,Y
546876,XP,GZ-2000,20,Y
546892,XP,JF-0900,20,Y
546913,XP,GZ-2000,20,Y
546925,FG,JF-0900,32,Y
546939,XP,GZ-2000,20,Y
546948,FG,GZ-2000,35,N
546960,XP,GZ-2000,20,Y
546985,FG,GZ-2000,19,Y
547028,XP,DA-0300,20,Y
547040,XP,GH-0600,20,Y
547064,XP,GH-0600,20,Y
547085,XP,DA-0300,20,Y
547095,XP,DA-0300,20,Y
547099,XP,DA-0300,20,Y
547110,XP,GH-0600,20,Y
547142,FG,DA-0300,27,Y
547155,FG,DA-0300,50,N
547167,FG,DA-0300,33,N
547181,XP,LT-1100,20,Y
547187,XP,MC-3000,20,Y
547197,FG,MC-3000,55,N
547208,XP,LT-1100,20,Y
547214,FG,LT-1100,43,Y
547228,XP,LT-1100,20,Y
547242,FG,MC-3000,28,Y
547253,XP,LT-1100,20,Y
547287,XP,LT-1100,20,Y
547338,FG,AH-2600,36,Y
547348,XP,GG-0100,20,Y
547357,XP,GG-0100,20,Y
547367,FG,AH-2600,41,Y
547393,FG,AH-2600,45,Y
547419,XP,GG-0100,20,Y
547435,XP,AH-2600,20,Y
547448,FG,GG-0100,23,Y
547465,XP,GG-0100,20,N
547485,XP,MB-4600,20,Y
547518,XP,MB-4600,20,Y
547534,FG,MB-4600,45,Y
547548,XP,GH-0600,20,Y
547577,FG,GH-0600,21,Y
547591,FG,GH-0600,52,Y
547606,FG,MB-4600,29,Y
547627,FG,MB-4600,55,Y
547658,XP,RG-1500,20,Y
547703,XP,SH-0400,20,Y
547717,FG,SH-0400,31,Y
547743,XP,RG-1500,20,Y
547788,XP,SH-0400,20,Y
547792,FG,RG-1500,46,Y
547822,XP,RL-0900,20,Y
547857,FG,JS-1100,36,Y
547874,XP,JS-1100,20,Y
547880,XP,RL-0900,20,Y
547886,FG,RL-0900,29,Y
547900,XP,RL-0900,20,Y
547919,FG,RL-0900,50,Y
547930,XP,RL-0900,20,Y
547982,XP,RS-3400,20,Y
547990,XP,GG-0100,20,Y
548002,FG,RS-3400,42,Y
548015,XP,GG-0100,20,Y
548048,XP,RS-3400,20,Y
548074,XP,RS-3400,20,Y
548087,XP,GG-0100,20,Y
548106,FG,RS-3400,52,Y
548135,XP,SG-0800,20,Y
548152,FG,SG-0800,49,N
548168,FG,DC-0500,44,Y
548186,XP,SG-0800,20,Y
548194,FG,SG-0800,43,Y
548211,XP,DC-0500,20,Y
548260,FG,SG-0800,32,Y
548274,FG,DC-0500,33,Y
548291,FG,SG-0800,20,Y
548297,FG,DC-0500,42,Y
548323,FG,NF-0300,46,N
548354,FG,NF-0300,52,N
548379,FG,JF-0900,48,Y
548418,XP,NF-0300,20,Y
548432,FG,JF-0900,35,Y
548475,FG,JH-0900,48,Y
548483,XP,AV-0400,20,Y
548493,XP,JH-0900,20,Y
548507,XP,JH-0900,20,Y
548514,XP,AV-0400,20,Y
548525,FG,JH-0900,33,Y
548537,FG,JH-0900,52,Y
548561,XP,AV-0400,20,Y
548592,XP,JH-0900,20,Y
548613,FG,JH-0900,31,Y
548636,XP,AV-0400,20,Y
548655,XP,AV-0400,20,Y
548666,XP,MC-3000,20,Y
548685,FG,MC-3000,30,Y
548701,XP,BW-0350,20,Y
548721,XP,BW-0350,20,Y
548741,FG,MC-3000,53,N
548758,FG,MC-3000,47,Y
548774,XP,MC-3000,20,Y
548802,FG,MC-3000,31,Y
548813,FG,BW-0350,42,N
548849,XP,DA-0300,20,Y
548893,FG,GZ-2000,58,N
548940,FG,DA-0300,23,Y
548962,FG,DA-0300,33,Y
548971,FG,GZ-2000,53,Y
548998,FG,DA-0300,51,N
549005,FG,GZ-2000,54,Y
549013,XP,SG-1100,20,Y
549021,FG,RB-2200,37,Y
549051,XP,SG-1100,20,Y
549076,XP,SG-1100,20,Y
549124,FG,SG-1100,50,Y
549140,XP,RB-2200,20,Y
549204,XP,MP-2100,20,Y
549214,FG,CB-0700,31,Y
549226,XP,CB-0700,20,Y
549282,XP,MP-2100,20,Y
549296,XP,MP-2100,20,Y
549300,XP,MP-2100,20,Y
549315,FG,CB-0700,50,Y
549330,FG,MP-2100,31,Y
549341,FG,MP-2100,47,N
549346,FG,CB-0700,55,Y
549356,XP,CB-0700,20,Y
549382,XP,MN-0800,20,Y
549396,FG,NN-0200,20,Y
549400,XP,NN-0200,20,Y
549412,FG,MN-0800,19,Y
549447,FG,NN-0200,19,Y
549481,FG,NN-0200,54,N
549513,XP,MN-0800,20,Y
549520,FG,MN-0800,24,Y
549572,FG,PD-0200,41,Y
549580,XP,PD-0200,20,Y
549598,FG,SJ-0300,51,Y
549616,FG,SJ-0300,61,N
549629,FG,PD-0200,35,Y
549647,FG,PD-0200,28,N
549652,XP,SJ-0300,20,Y
549685,XP,PD-0200,20,Y
549704,XP,SJ-0300,20,Y
549725,FG,SS-3100,46,Y
549746,FG,JT-3950,45,Y
549761,FG,JT-3950,23,Y
549778,XP,JT-3950,20,Y
549789,FG,SS-3100,41,Y
549800,XP,SS-3100,20,Y
549819,XP,JT-3950,20,Y
549846,XP,SS-3100,20,Y
549865,FG,SS-3100,42,Y
549887,XP,AH-2600,20,Y
549905,FG,DB-0200,39,Y
549924,XP,AH-2600,20,Y
549938,XP,DB-0200,20,Y
549945,FG,AH-2600,43,Y
549954,XP,DB-0200,20,Y
549967,XP,AH-2600,20,Y
549981,XP,DB-0200,20,Y
549992,FG,AH-2600,43,Y
550002,XP,DB-0200,20,Y
550009,XP,DB-0200,20,Y
550045,FG,LT-1100,39,Y
550051,XP,KF-0250,20,Y
550065,FG,LT-1100,43,N
550090,XP,LT-1100,20,Y
550097,FG,KF-0250,33,Y
550104,FG,LT-1100,40,Y
550128,FG,LT-1100,35,Y
550142,XP,KF-0250,20,Y
550183,XP,MP-2100,20,Y
550199,FG,MP-2100,43,Y
550214,FG,MP-2100,34,Y
550242,XP,SJ-0300,20,Y
550271,FG,MP-2100,20,Y
550279,XP,MP-2100,20,Y
550292,FG,MP-2100,33,Y
550344,FG,DB-0200,37,Y
550351,XP,JB-7100,20,Y
550364,FG,JB-7100,25,Y
550382,XP,DB-0200,20,Y
550396,FG,JB-7100,33,Y
550424,FG,JB-7100,25,Y
550436,FG,JB-7100,52,Y
550476,XP,DB-0200,20,Y
550496,FG,DB-0200,40,Y
550523,FG,RL-0900,35,Y
550570,FG,RL-0900,40,Y
550585,XP,GZ-2000,20,Y
550652,XP,RS-3400,20,Y
550669,FG,RS-3400,27,N
550680,FG,PD-0200,23,Y
550691,XP,PD-0200,20,Y
550740,XP,PD-0200,20,Y
550751,FG,PD-0200,24,Y
550772,XP,PD-0200,20,Y
550785,FG,PD-0200,34,Y
550869,FG,AH-2600,28,Y
550884,XP,AH-2600,20,Y
550896,FG,AH-2600,58,N
550908,XP,CB-0700,20,Y
550917,FG,AH-2600,31,N
550941,XP,CB-0700,20,Y
550958,XP,CB-0700,20,Y
550991,XP,AH-2600,20,Y
551003,XP,RB-2200,20,Y
551016,FG,RB-2200,57,N
551024,XP,AV-0400,20,Y
551035,FG,RB-2200,40,Y
551054,XP,RB-2200,20,Y
551069,FG,RB-2200,31,Y
551093,XP,AV-0400,20,Y
551106,XP,AV-0400,20,Y
551127,FG,RB-2200,25,Y
551140,FG,AV-0400,53,Y
551147,FG,AV-0400,40,Y
551210,FG,JS-1100,31,Y
551236,FG,JS-1100,55,N
551251,XP,NF-0300,20,Y
551270,FG,NF-0300,44,Y
551283,XP,NF-0300,20,Y
551297,XP,JS-1100,20,Y
551339,XP,GG-0100,20,Y
551363,FG,GG-0100,24,Y
551376,FG,GG-0100,41,Y
551397,FG,GG-0100,31,Y
551409,XP,GG-0100,20,Y
551424,XP,MB-4600,20,Y
551467,XP,GG-0100,20,Y
551484,XP,MB-4600,20,Y
551499,XP,KF-0250,20,Y
551506,XP,JT-3950,20,Y
551517,XP,KF-0250,20,Y
551539,XP,JT-3950,20,Y
551546,XP,JT-3950,20,Y
551584,FG,KF-0250,48,Y
551602,FG,KF-0250,49,Y
551629,XP,JT-3950,20,Y
551656,FG,KF-0250,34,Y
551686,FG,NN-0200,51,Y
551730,XP,NN-0200,20,Y
551743,FG,NN-0200,39,Y
551751,FG,SS-3100,49,Y
551771,XP,NN-0200,20,Y
551774,XP,NN-0200,20,Y
551783,XP,SS-3100,20,Y
551802,XP,NN-0200,20,Y
551816,XP,SS-3100,20,Y
551837,XP,SS-3100,20,Y
551849,XP,BW-0350,20,Y
551859,XP,BW-0350,20,Y
551913,XP,RG-1500,20,Y
551952,XP,BW-0350,20,Y
552004,XP,RG-1500,20,Y
552042,FG,DC-0500,28,Y
552053,FG,DA-0300,30,Y
552072,FG,DA-0300,37,Y
552084,XP,DA-0300,20,Y
552093,FG,DC-0500,53,Y
552110,XP,DA-0300,20,Y
552126,XP,DC-0500,20,Y
552146,XP,DA-0300,20,Y
552169,XP,GH-0600,20,Y
552171,XP,LT-1100,20,Y
552184,XP,LT-1100,20,Y
552211,FG,GH-0600,32,Y
552221,FG,LT-1100,36,N
552229,FG,GH-0600,25,Y
552242,XP,LT-1100,20,Y
552251,XP,LT-1100,20,Y
552263,XP,LT-1100,20,Y
552268,XP,GH-0600,20,Y
552281,XP,GH-0600,20,Y
552288,XP,LT-1100,20,Y
552299,FG,LT-1100,39,Y
